,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,Index,Channel_Time,P_NI_Box_P,T_NI_Box_C,P_Oil_psi,P_TM_Cooling_Snake_psi,P_Fuel_psi,P_Inlet_Mass_Flow_1_Pa,P_Inlet_Mass_Flow_2_Pa,P_PT_Exit_Flow_Pressure_5_Pa,P_Combustor_Pa,P_Impeller_Discharge_1_Pa,P_Impeller_Discharge_2_Pa,P_Impeller_Discharge_3_Pa,P_Impeller_Discharge_4_Pa,P_LSSP_Inlet_1_Pa,P_LSSP_Inlet_3_Pa,P_LSSP_Outlet_1_Pa,P_LSSP_Outlet_3_Pa,F_Axial_N,T_Gen_Embedded_pt_1_C,T_Gen_Embedded_pt_2_C,T_Gen_Fluid_in_ntc_C,T_Gen_Fluid_out_ntc_C,P_M_Fuel_psi,P_M_Anulus_psi,P_M_Mixer_psi,M_Fuel_Temp_rtd_C,P_Inlet_Mass_Flow_3_Pa,P_Inlet_Mass_Flow_4_Pa,BM_Inlet_1_Pa,T_Inlet_Air_c,T_Combustor_Can_Boot_c,T_Combustor_Cap_c,T_Seal_Bypass_Flow_1_c,T_Seal_Bypass_Flow_2_c,T_Turbine_Exit_Flow_c,T_Oil_Inlet_Flow_c,T_Oil_Outlet_Flow_c,T_TM_Cooling_Snake_In_c,T_TM_Cooling_Snake_Out_c,T_Heat_Shield_Cavity_c,T_Combustor_Can_Surface_1_c,T_Combustor_Can_Surface_2_c,T_Hot_Section_Housing_1_c,T_Methane_Anulus_c,T_Oil_Sump_Vent_Temperature_c,T_Cross_Duct_Flow_1_c,T_Cross_Duct_Flow_3_c,T_Cross_Duct_Flow_5_c,T_Turbine_Exit_Flow_4_c,xx_M_Annulus_c,xx_M_Exit_c,Ch1 RMS_[ m/s2 ],Ch2 RMS_[ m/s2 ],Ch1 Crest Factor_[ - ],Ch2 Crest Factor_[ - ],run_elapsed_sec,Index_y,t_stamp,atmospheric pressure,bearing temperature,co2 temperature,fuel inlet pressure,fuel inlet temperature,fuel regulator,fuel supply pressure,generator case temperature 1,generator case temperature 2,generator case temperature 3,generator case temperature 4,generator outlet temperature,generator phase1 current,generator phase1 voltage,generator phase2 current,generator phase2 voltage,generator phase3 current,generator phase3 voltage,inlet static pressure,inlet temperature,n1 speed sensor,n2 speed sensor,oil pressure,oil temperature,pt outlet pressure 1,pt outlet pressure 2,pt outlet pressure 3,pt outlet pressure 4,pt outlet temperature 1,pt outlet temperature 2,pt outlet temperature 3,pt outlet temperature 4,turbine outlet temperature 1,turbine outlet temperature 2,relay_st1,relay_st2,relay_st3,relay_st4,relay_st5,n2b analog,n2b speed sensor,N1.1,TET,PWR,voltage,current,power
198,201,201,201,201.0,2:17:49 PM,0.0,1.959999919,1.05262355,719.4666544666667,0.018369860437833,201,2:17:49 PM,101442.9458,48.0798,39.5621,12.8638,-0.2109,-86.6024,-121.8768,4780.1616,4848.0503,4797.1338,4559.5233,4457.6902,4729.2451,5442.0766,4780.1616,4763.1894,6256.7411,-812.9157,25.8843,26.3141,23.5284,23.6913,2.7979,0.2378,0.3363,20.9893,41.8147,163.048,3.2147,22.561,2295.7231,2295.7231,40.8929,41.9711,700.5274,47.5651,76.7399,28.8826,35.9112,80.3354,2295.7231,2295.7231,2295.7231,195.9293,24.7707,39.4604,39.0136,39.0921,737.3565,2295.4134,2295.4134,4.2144,8.2324,4.6703,2.0541,201.0,208.8333333333333,,1.009328365,40.43333435333333,42.70000076,-0.06234628,23.51666673,0,-4.566108704,31.23333295333333,28.71666590666666,44.90000153,44.13333193166667,26.6666673,1.0027850175,6.346751689666666,0.9783709546666668,6.300636688666667,0.9051287675,6.4462168215,0.000436395,25.98333327,0.0,1.959999919,8.171603203,40.43333435333333,1.05262355,1.0623804135,1.02749896,1.060977697,39.38333448166667,39.6666673,39.61666551833333,39.93333435333333,719.4666544666667,714.1666666666666,1,1.0,0,0,0,1.482024014,0,0.0,716.6666666666666,0.0,6.364535066611111,2.886284739666667,0.01836986043783302
199,202,202,202,202.0,2:17:50 PM,0.0,1.9799999,1.057237029,721.7999878,0.018189590623849,202,2:17:50 PM,101447.1891,48.0847,37.1928,12.4832,-0.2417,-89.0634,-126.7989,5357.2157,5951.2419,4797.1338,4661.3564,4661.3564,4729.2451,5408.1322,4780.1616,4644.3842,6273.7133,-812.7677,25.4544,26.3141,23.5409,23.6829,4.1826,0.3548,0.4778,20.9851,43.5549,159.5676,3.1943,22.5782,2295.6778,2295.6778,40.6199,41.9071,702.2381,47.601,76.9726,28.7981,36.1639,80.5324,2295.6778,2295.6778,2295.6778,196.7944,24.8004,39.3219,39.0841,39.2589,738.9044,2295.5378,2295.5378,4.2263,8.1487,3.887,2.6317,202.0,210.0,2:15:49 PM,1.009328365,40.40000153,42.70000076,-0.06234628,23.60000038,0,-4.566108704,32.20000076,29.10000038,44.90000153,44.09999847,27.29999924,0.998263896,6.380208492,0.960286438,6.33137989,0.884331584,6.483289719,0.000436395,26.39999962,0.0,1.9799999,8.171603203,40.40000153,1.057237029,1.066962719,1.02749896,1.060977697,39.40000153,39.70000076,39.70000076,39.90000153,721.7999878,716.0,1,1.0,0,0,0,1.493778944,0,0.0,719.0,0.0,6.398292700333333,2.842881918,0.018189590623849027
200,203,203,203,203.0,2:17:51 PM,0.0,1.9799999,1.048820554833333,723.2999776333334,0.0180094815378822,203,2:17:51 PM,101447.1891,48.0943,39.8329,11.9723,-0.2417,-89.8837,-124.3379,5136.5774,4440.7181,4797.1338,4542.5511,4355.8572,4729.2451,5442.0766,4763.1894,4746.2173,6256.7411,-812.8417,25.8843,26.0992,23.5535,23.6996,4.281,0.1578,0.2932,20.9767,39.4945,150.2866,3.1739,22.5601,2295.5549,2295.5549,40.5203,41.7272,703.8329,47.4631,77.039,28.7383,36.0404,80.8831,2295.5549,2295.5549,2295.5549,197.6346,24.6094,39.1943,39.0935,39.2289,740.4835,2295.5241,2295.5241,4.1036,8.2846,3.6182,2.2331,203.0,210.8333333333333,,1.009328365,40.23333422166667,42.70000076,-0.06234628,23.51666673,0,-4.570265134,32.69999949333333,29.34999974666666,44.81666628833333,44.09999847,27.71666590666666,0.9756582876666666,6.4028141495,0.9512442155,6.367549180833334,0.8752893606666666,6.510416587333333,0.000436395,26.73333263666667,0.0,1.9799999,8.171603203,40.23333422166667,1.048820554833333,1.058546244833333,1.02749896,1.060977697,39.31666628833333,39.61666551833333,39.70000076,39.81666628833333,723.2999776333334,717.25,1,1.0,0,0,0,1.478708505666667,0,0.0,720.6666666666666,0.0,6.4269266392222235,2.8021918638333334,0.018009481537882222
201,204,204,204,204.0,2:17:52 PM,0.0,1.9799999,1.057798147,725.2000122,0.0179688141680175,204,2:17:52 PM,101447.1891,48.0847,39.0267,11.7684,-0.3956,-89.8837,-125.1582,4712.2729,5170.5217,4746.2173,4542.5511,4508.6068,4746.2173,5425.1044,4763.1894,4661.3564,5866.381,-812.6937,25.4544,25.6694,23.5576,23.6996,2.2871,0.2871,0.3425,20.9725,45.2951,149.7066,3.1943,22.6574,2295.8046,2295.8046,40.701,41.8537,705.4241,47.624,77.0748,28.9451,36.272,81.1494,2295.8046,2295.8046,2295.8046,197.6122,25.0666,39.1977,38.9557,39.0031,742.0892,2295.542,2295.542,3.8683,8.2574,3.2896,2.0826,204.0,212.0,2:15:51 PM,1.009328365,40.20000076,42.70000076,-0.06234628,23.5,0,-4.57109642,33.70000076,29.5,44.79999924,44.09999847,28.5,0.971137166,6.43446207,0.938585043,6.396484375,0.873480916,6.537543774,0.000436395,27.0,0.0,1.9799999,8.171603203,40.20000076,1.057798147,1.066401601,1.02749896,1.060977697,39.29999924,39.59999847,39.70000076,39.79999924,725.2000122,719.0,1,1.0,0,0,0,1.493778944,0,0.0,722.0,0.0,6.456163406333334,2.783203125,0.01796881416801758
202,205,205,205,205.0,2:17:53 PM,0.0,1.9799999,1.050316771166667,726.7000020333334,0.0179062302052665,205,2:17:53 PM,101442.9458,48.0895,40.2698,10.7402,-0.3135,-89.8837,-125.9785,5900.3254,6019.1306,4780.1616,4678.3286,4610.4398,4729.2451,5408.1322,4780.1616,4780.1616,5866.381,-812.5457,25.4544,25.8843,23.5618,23.7038,3.4625,0.4163,0.5271,20.9725,41.8147,144.486,2.5613,22.608,2295.6563,2295.6563,40.3848,41.611,707.0078,47.5653,77.2955,28.9098,36.2513,81.4078,2295.6563,2295.6563,2295.6563,198.3366,25.5372,39.2074,38.9313,39.047,743.5858,2295.6298,2295.6298,4.2994,8.2086,3.7199,2.3887,205.0,212.8333333333333,,1.009328365,40.11666551833333,42.86666806833333,-0.06234628,23.5,0,-4.56693999,33.95000012666667,29.41666635,44.63333193166667,43.93333435333333,28.91666666666667,0.971137166,6.457067330833333,0.9295428196666666,6.410048008333334,0.8644386426666667,6.560149034,0.000436395,27.08333365,0.0,1.9799999,8.171603203,40.11666551833333,1.050316771166667,1.0634402435,1.02749896,1.060977697,39.13333193166667,39.43333435333333,39.61666551833333,39.63333193166667,726.7000020333334,720.333313,1,1.0,0,0,0,1.517891605666667,0,0.0,723.6666666666666,0.0,6.475754791055555,2.7651186283333336,0.01790623020526655
203,206,206,206,206.0,2:17:54 PM,0.0,1.9799999,1.05387044,730.5,0.0175899930413628,206,2:17:54 PM,101442.9458,48.0847,38.2205,8.7743,-0.3648,-89.8837,-125.1582,5374.1879,5849.4089,4797.1338,4644.3842,4627.412,4729.2451,5425.1044,4915.939,4746.2173,5883.3532,-812.3236,25.4544,26.744,23.5535,23.7038,3.8379,0.3732,0.4655,20.9642,40.0746,142.7458,2.6021,22.6221,2295.781,2295.781,40.4212,41.5192,708.222,47.623,77.4665,29.0571,36.4941,81.5457,2295.781,2295.781,2295.781,198.5572,26.3598,39.1133,38.6668,38.862,744.5597,2295.4587,2295.4587,4.1412,8.1617,3.7456,2.388,206.0,214.0,2:15:53 PM,1.009328365,40.09999847,42.79999924,-0.06234628,23.5,0,-4.563615322,34.20000076,29.39999962,44.59999847,43.79999924,29.5,0.971137166,6.488715172,0.889756978,6.45616293,0.840928853,6.586371422,0.000436395,27.39999962,0.0,1.9799999,8.171603203,40.09999847,1.05387044,1.058733225,1.02749896,1.060977697,39.09999847,39.40000153,39.59999847,39.59999847,730.5,723.7999878,1,1.0,0,0,0,1.533564806,0,0.0,727.0,0.0,6.510416508,2.701822997,0.01758999304136283
204,207,207,207,207.0,2:17:55 PM,0.0,1.9799999,1.052085118181818,731.1818181818181,0.0175085018859398,207,2:17:55 PM,101464.1621,48.0895,40.2575,7.5884,-0.2622,-89.0634,-124.3379,5017.7721,5492.9931,4814.106,4644.3842,4610.4398,4746.2173,5442.0766,4763.1894,4627.412,5883.3532,-812.1756,25.4544,26.3141,23.566,23.708,3.6779,0.3671,0.4594,20.9558,43.5549,140.4255,3.2147,22.6484,2295.7513,2295.7513,40.3268,41.4251,709.6933,47.6864,77.41,29.0085,36.4936,81.8342,2295.7513,2295.7513,2295.7513,198.6763,26.3493,39.1153,38.505,38.8031,745.7695,2295.4975,2295.4975,4.1471,8.2904,3.9381,2.3729,207.0,214.4545454545455,,1.009328365,40.00909077,42.79999924,-0.06234628,23.5,0,-4.564748677454546,34.10909132363636,29.39999962,44.59999847,43.70908979909091,29.54545471818182,0.9588068346363636,6.503511645636364,0.889756978,6.468493288636363,0.8359967039090909,6.593769550636363,0.000436395,27.44545433818182,0.0,1.9799999,8.171603203,40.09999847,1.052085118181818,1.059668367727273,1.02749896,1.060977697,39.09999847,39.35454594363636,39.50909077,39.64545405636364,731.1818181818181,724.4363625272728,1,1.0,0,0,0,1.525344566909091,0,0.0,727.9090909090909,0.0,6.521924828303031,2.6845605165454542,0.017508501885939807
205,208,208,208,208.0,2:17:56 PM,0.0,1.9799999,1.050299796363636,731.8636363636364,0.0174266134062081,208,2:17:56 PM,101451.4323,48.0943,39.6175,6.3921,-0.3854,-89.8837,-119.4158,5526.9375,6324.6299,4797.1338,4678.3286,4627.412,4746.2173,5425.1044,4763.1894,4746.2173,5866.381,-812.2496,25.6694,26.0992,23.5827,23.7205,2.8841,0.4532,0.5578,20.9558,45.2951,140.4255,3.2147,22.8195,2295.8483,2295.8483,40.3116,41.4851,711.2775,47.6146,77.2854,29.1212,36.4784,82.1139,2295.8483,2295.8483,2295.8483,199.2385,26.2577,39.086,38.7476,38.7381,746.8808,2295.5663,2295.5663,4.0886,8.671,3.8204,2.2838,208.0,214.9090909090909,,1.009328365,39.91818307,42.79999924,-0.06234628,23.5,0,-4.565882032909092,34.01818188727272,29.39999962,44.59999847,43.61818035818182,29.59090943636364,0.9464765032727273,6.518308119272728,0.889756978,6.480823647272727,0.8310645548181819,6.601167679272727,0.000436395,27.49090905636364,0.0,1.9799999,8.171603203,40.09999847,1.050299796363636,1.060603510454546,1.02749896,1.060977697,39.09999847,39.30909035727272,39.41818307,39.69090964272728,731.8636363636364,725.0727372545454,1,1.0,0,0,0,1.517124327818182,0,0.0,728.8181818181819,0.0,6.53343314860606,2.667298036090909,0.01742661340620819
206,209,209,209,209.0,2:17:57 PM,0.0,1.9799999,1.048072457,733.5,0.0174064402743206,209,2:17:57 PM,101447.1891,48.0943,39.6175,4.9287,-0.4162,-89.8837,-124.3379,5442.0766,4372.8294,4559.5233,4423.7459,4101.2745,4729.2451,5425.1044,4780.1616,4746.2173,5866.381,-812.1016,25.8843,26.3141,23.5827,23.7205,3.481,0.1948,0.2686,20.9433,40.0746,131.7246,3.1739,22.7577,2295.7239,2295.7239,40.1532,41.3437,712.4833,47.5729,77.3451,29.0478,36.5744,82.3475,2295.7239,2295.7239,2295.7239,199.376,26.5113,39.0302,38.4668,38.7672,748.0017,2295.4362,2295.4362,4.8152,8.5282,4.9032,2.1586,209.0,216.0,2:15:56 PM,1.009328365,39.90000153,42.79999924,-0.06234628,23.5,0,-4.566108704,34.0,29.39999962,44.59999847,43.59999847,29.70000076,0.944010437,6.54296875,0.889756978,6.499565601,0.819227457,6.640625,0.000436395,27.79999924,0.0,1.9799999,8.171603203,40.09999847,1.048072457,1.058546305,1.02749896,1.060977697,39.09999847,39.29999924,39.40000153,39.59999847,733.5,726.5999756,1,1.0,0,0,0,1.551649332,0,0.0,730.0,0.0,6.561053117,2.652994872,0.017406440274320617
207,210,210,210,210.0,2:17:58 PM,0.0,1.9799999,1.054151038666667,734.833313,0.0172422519158166,210,2:17:58 PM,101447.1891,48.0943,39.3467,3.009,-0.3751,-90.704,-124.3379,4797.1338,4797.1338,4780.1616,4559.5233,4389.8015,4695.3007,5408.1322,4780.1616,4780.1616,5866.381,-812.0276,25.8843,26.3141,23.5869,23.7289,4.0041,0.2378,0.3055,20.9433,40.6546,132.3047,3.1943,22.7431,2295.6288,2295.6288,39.9526,41.2551,713.873,47.5173,77.0061,29.06,36.7434,82.5383,2295.6288,2295.6288,2295.6288,199.5613,25.9867,39.2485,38.7649,38.8585,749.0411,2295.6375,2295.6375,4.5467,8.2832,3.6962,2.1312,210.0,216.8333333333333,,1.009328365,39.90000153,42.79999924,-0.06234628,23.58333365,0,-4.566108704,34.1666673,29.56666692,44.43333435333333,43.43333435333333,29.53333346,0.930447052,6.561053196666666,0.8807147046666667,6.517650445166667,0.8101851836666667,6.654188235833333,0.000436395,27.88333289,0.0,1.9799999,8.171603203,40.09999847,1.054151038666667,1.063845555,1.02749896,1.060042500333333,39.09999847,39.29999924,39.40000153,39.59999847,734.833313,727.1833191000001,1,1.0,0,0,0,1.5621985595,0,0.0,730.8333333333334,0.0,6.577630625888889,2.6213469403333334,0.01724225191581667
208,211,211,211,211.0,2:17:59 PM,0.0,1.9799999,1.053122282,735.7999878,0.0171491738600571,211,2:17:59 PM,101442.9458,48.0943,39.7036,3.644,-0.3751,-90.704,-124.3379,5136.5774,4593.4677,4797.1338,4542.5511,4474.6624,4729.2451,5476.0209,4898.9669,4898.9669,5866.381,-811.6576,25.2395,26.3141,23.5869,23.7205,3.5487,0.1948,0.2501,20.9391,39.4945,128.8243,3.1943,22.959,2295.7427,2295.7427,40.13,41.3239,715.2312,47.5594,77.4986,29.2061,36.6223,82.9193,2295.7427,2295.7427,2295.7427,199.6825,25.6932,39.1523,38.7541,38.8807,749.8216,2295.448,2295.448,4.4954,8.2497,4.024,2.4968,211.0,218.0,2:15:58 PM,1.009328365,39.90000153,42.79999924,-0.06234628,23.60000038,0,-4.566108704,34.20000076,29.70000076,44.29999924,43.40000153,29.5,0.927734375,6.591796875,0.862630188,6.537543774,0.808376729,6.667751789,0.000436395,27.89999962,0.0,1.9799999,8.171603203,40.09999847,1.053122282,1.062099934,1.02749896,1.059855461,39.09999847,39.29999924,39.40000153,39.59999847,735.7999878,728.5,1,1.0,0,0,0,1.557074666,0,0.0,732.0,0.0,6.599030812666666,2.598741292,0.017149173860057182
209,212,212,212,212.0,2:18:00 PM,0.0,1.9799999,1.052031318666667,737.0499878,0.0172677944169811,212,2:18:00 PM,101442.9458,48.0943,39.4513,7.9648,-0.3854,-89.8837,-124.3379,5815.4645,5594.8262,4797.1338,4678.3286,4491.6346,4712.2729,5560.8818,4881.9947,4881.9947,5849.4089,-811.5835,25.2395,25.8843,23.5952,23.733,3.6225,0.3732,0.4348,20.935,44.7151,132.3047,3.2147,23.0484,2295.8579,2295.8579,39.9808,41.2348,716.2371,47.7637,77.7429,29.1112,36.9286,83.1235,2295.8579,2295.8579,2295.8579,199.0553,25.538,39.2295,38.6573,38.9112,750.5855,2295.6144,2295.6144,4.3627,8.1509,4.0132,2.2841,212.0,218.8333333333333,,1.009328365,39.81666628833333,42.88333448166667,-0.06234628,23.60000038,0,-4.566108704,34.03333346,29.70000076,44.29999924,43.31666628833333,29.3333327,0.927734375,6.609881321666666,0.8716724613333333,6.569191455666667,0.808376729,6.685836235666667,0.000436395,28.06666692,0.0,1.9799999,8.171603203,40.09999847,1.052031318666667,1.062099934,1.02749896,1.060790657666667,39.18333371166667,39.29999924,39.40000153,39.68333371166667,737.0499878,729.4166463333333,1,1.0,0,0,0,1.5676238935,0,0.0,732.8333333333334,0.0,6.621636337666668,2.6077835653333334,0.01726779441698114
210,213,213,213,213.0,2:18:01 PM,0.0,1.9799999,1.051813126,738.5999756,0.0172165488123123,213,2:18:01 PM,101442.9458,48.0943,38.9405,13.3979,-0.2622,-89.8837,-124.3379,4881.9947,5357.2157,4780.1616,4644.3842,4610.4398,4729.2451,5425.1044,4763.1894,4627.412,5866.381,-811.5835,25.8843,26.5291,23.6078,23.7414,3.2225,0.324,0.3855,20.9266,47.6154,129.9844,3.2147,22.8532,2295.7082,2295.7082,40.1415,41.241,717.5126,47.5042,77.992,29.3137,36.6317,83.2501,2295.7082,2295.7082,2295.7082,198.4042,25.2927,39.1226,38.7144,38.8442,751.5335,2295.6201,2295.6201,4.5482,8.3225,4.1158,2.2542,213.0,220.0,2:16:00 PM,1.009328365,39.79999924,42.90000153,-0.06234628,23.60000038,0,-4.566108704,33.79999924,29.70000076,44.29999924,43.29999924,29.29999924,0.927734375,6.629774094,0.857204854,6.575520992,0.808376729,6.711154461,0.000436395,28.10000038,0.0,1.9799999,8.171603203,40.09999847,1.051813126,1.062099934,1.02749896,1.060977697,39.20000076,39.29999924,39.40000153,39.70000076,738.5999756,730.5999756,1,1.0,0,0,0,1.573350668,0,0.0,735.0,0.0,6.638816515666666,2.593315958,0.017216548812312323
211,214,214,214,214.0,2:18:02 PM,0.0,2.079999904166666,1.048384170166667,739.6833496,0.0170828676255286,214,2:18:02 PM,101442.9458,48.0895,37.562,14.8486,-0.3751,-90.704,-123.5175,5153.5495,4576.4955,4678.3286,4525.579,4508.6068,4746.2173,5425.1044,4915.939,4763.1894,5866.381,-811.5095,26.0992,26.9589,23.6078,23.7414,3.3764,0.2009,0.2563,20.9141,44.135,124.1838,3.1943,22.9237,2295.9626,2295.9626,40.0992,41.2208,718.681,47.771,78.116,29.2976,37.0327,83.8066,2295.9626,2295.9626,2295.9626,198.3485,25.116,38.8401,38.4853,38.7674,752.4997,2295.5375,2295.5375,4.7917,8.2937,4.5577,2.1788,214.0,220.8333333333333,,1.009328365,39.79999924,42.90000153,-0.06234628,23.60000038,0,-4.570265134,33.46666781499999,29.61666711,44.13333193166667,43.29999924,29.04999987333333,0.9186921016666668,6.656900962333333,0.8481625815,6.589084227833333,0.7993345064999999,6.7247180935,0.000436395,28.26666609666666,0.0,2.079999904166666,8.171603203,39.93333435333333,1.048384170166667,1.057891647333333,1.02749896,1.060977697,39.11666551833333,39.29999924,39.40000153,39.61666551833333,739.6833496,731.4333089333334,1,1.0,0,0,0,1.5884212055,0,0.0,735.8333333333334,0.0,6.656901094555555,2.566189189666667,0.01708286762552867
212,215,215,215,215.0,2:18:03 PM,0.0,2.099999905,1.057798147,741.0999756,0.0171208470345446,215,2:18:03 PM,101447.1891,48.104,40.2083,13.0572,-0.2725,-89.0634,-125.1582,5509.9653,5594.8262,4797.1338,4695.3007,4491.6346,4746.2173,5459.0487,4780.1616,4746.2173,5883.3532,-811.4355,25.8843,26.0992,23.6119,23.7539,3.3579,0.324,0.4348,20.9141,44.135,122.4436,3.1739,23.0121,2295.8651,2295.8651,39.9608,41.0878,719.938,47.6281,77.8752,29.3203,36.8394,83.8589,2295.8651,2295.8651,2295.8651,198.1083,25.2837,38.9057,38.5147,38.7718,753.6102,2295.5144,2295.5144,4.18,8.734,3.7202,2.1704,215.0,222.0,2:16:02 PM,1.009328365,39.79999924,42.90000153,-0.06234628,23.60000038,0,-4.566108704,33.20000076,29.60000038,44.09999847,43.29999924,29.0,0.916883647,6.662326336,0.846354127,6.62434864,0.797526062,6.770833015,0.000436395,28.29999924,0.0,2.099999905,8.171603203,39.90000153,1.057798147,1.067523718,1.02749896,1.060977697,39.09999847,39.29999924,39.40000153,39.59999847,741.0999756,732.5999756,1,1.0,0,0,0,1.593243718,0,0.0,737.0,0.0,6.685835997000001,2.560763836,0.01712084703454461
213,216,216,216,216.0,2:18:04 PM,0.0,2.099999905,1.051096201166667,742.1833496,0.0168867786161821,216,2:18:04 PM,101442.9458,48.0943,38.3436,12.479,-0.3854,-89.8837,-121.8768,5900.3254,5017.7721,4780.1616,4661.3564,4474.6624,4729.2451,5425.1044,4881.9947,4898.9669,5866.381,-811.1395,25.8843,26.744,23.6161,23.7497,4.2441,0.3178,0.4655,20.9141,42.3948,123.0236,3.8272,22.8926,2295.8404,2295.8404,39.8327,40.9767,721.0635,47.5989,78.047,29.3398,36.6996,84.2457,2295.8404,2295.8404,2295.8404,198.586,25.7313,38.7649,38.5071,38.6948,754.4848,2295.5536,2295.5536,4.708,9.2841,3.7576,2.1204,216.0,222.8333333333333,,1.009328365,39.63333193166667,42.81666628833333,-0.06234628,23.60000038,0,-4.574421564833333,32.78333409333334,29.51666673,43.93333435333333,43.13333193166667,28.91666635,0.9078414236666666,6.6849319935,0.832790792,6.6333910625,0.7794415153333334,6.784396648333333,0.000436395,28.04999987333333,0.0,2.099999905,8.171603203,39.81666628833333,1.051096201166667,1.059886574666667,1.02749896,1.060977697,38.93333435333333,39.13333193166667,39.31666628833333,39.43333435333333,742.1833496,733.2666829333333,1,1.0,0,0,0,1.587215403833334,0,0.0,737.8333333333334,0.0,6.700906568111111,2.520073731,0.016886778616182173
214,217,217,217,217.0,2:18:05 PM,0.0,2.099999905,1.054618597,744.7999878,0.0171270684008841,217,2:18:05 PM,101438.7026,48.0991,38.9159,11.7473,-0.3648,-89.0634,-121.8768,5883.3532,5425.1044,4797.1338,4661.3564,4508.6068,4746.2173,5560.8818,4898.9669,4865.0225,5883.3532,-811.2135,25.6694,26.3141,23.6328,23.7581,3.4872,0.3609,0.4778,20.9016,41.8147,121.2834,3.8068,22.7387,2295.5807,2295.5807,39.4358,40.6409,721.8244,47.5026,78.021,29.3427,37.0595,84.2913,2295.5807,2295.5807,2295.5807,198.6769,25.6793,38.6331,38.2331,38.3315,755.3242,2295.5017,2295.5017,4.9888,9.2008,5.3773,2.1155,217.0,224.0,2:16:04 PM,1.009328365,39.59999847,42.79999924,-0.06234628,23.60000038,0,-4.566108704,32.0,28.79999924,43.90000153,42.90000153,28.10000038,0.906032979,6.716579914,0.851779521,6.662326336,0.786675334,6.814236164,0.000436395,28.0,0.0,2.099999905,8.171603203,39.79999924,1.054618597,1.063783169,1.02749896,1.060977697,38.70000076,38.90000153,39.29999924,39.29999924,744.7999878,735.2000122,1,1.0,0,0,0,1.605902791,0,0.0,740.0,0.0,6.7310474713333335,2.544487834,0.01712706840088413
215,218,218,218,218.0,2:18:06 PM,0.0,2.099999905,1.052323167909091,745.3454478909091,0.0169900754666375,218,2:18:06 PM,101442.9458,48.0991,38.6144,11.4256,-0.3854,-89.8837,-125.1582,4848.0503,5255.3826,4780.1616,4593.4677,4491.6346,4729.2451,5442.0766,4780.1616,4661.3564,5883.3532,-810.9175,25.8843,26.5291,23.6286,23.7581,3.6472,0.3178,0.3794,20.9016,45.8752,119.5433,3.8477,23.0513,2295.8546,2295.8546,39.7855,40.8632,723.3001,47.7498,78.1441,29.5464,37.251,84.7592,2295.8546,2295.8546,2295.8546,199.5247,25.6799,38.4371,38.1043,38.4139,756.1357,2295.5889,2295.5889,4.254,9.1403,4.2534,2.1138,218.0,224.4545454545455,,1.009328365,39.59999847,42.70908979909091,-0.06234628,23.60000038,0,-4.568375847636363,31.86363670909091,28.66363594909091,43.85454594363636,42.85454594363636,27.87272765272727,0.9011008576363636,6.736308401272727,0.8394491891818182,6.669724681,0.779277124,6.821634509454546,0.000436395,27.72727255454545,0.0,2.099999905,8.171603203,39.70908979909091,1.052323167909091,1.061572811727273,1.02749896,1.060977697,38.65454517363636,38.80909208909091,39.16363594909091,39.20908979909091,745.3454478909091,735.5636430181818,1,1.0,0,0,0,1.615767034636364,0,0.0,740.4545454545455,0.0,6.742555863909092,2.519827170818182,0.01699007546663759
216,219,219,219,219.0,2:18:07 PM,0.0,2.099999905,1.050027738818182,745.8909079818181,0.0168525149232048,219,2:18:07 PM,101442.9458,48.0991,40.4914,11.3478,-0.3956,-89.0634,-125.9785,5051.7165,4389.8015,4797.1338,4559.5233,4508.6068,4746.2173,5425.1044,4814.106,4746.2173,5866.381,-810.7694,25.2395,26.3141,23.637,23.7581,3.0871,0.2563,0.3301,20.9016,49.9356,121.8635,3.8272,23.0508,2295.898,2295.898,39.6449,40.8256,724.3101,47.6702,78.3103,29.5183,37.19,85.1433,2295.898,2295.898,2295.898,199.2478,26.2476,38.2548,37.993,38.2092,757.0968,2295.504,2295.504,4.715,8.7913,4.3209,2.26,219.0,224.9090909090909,,1.009328365,39.59999847,42.61818035818182,-0.06234628,23.60000038,0,-4.570642991272727,31.72727341818182,28.52727265818182,43.80909035727272,42.80909035727272,27.64545492545455,0.8961687362727273,6.756036888545454,0.8271188573636363,6.677123026,0.771878914,6.829032854909092,0.000436395,27.45454510909091,0.0,2.099999905,8.171603203,39.61818035818182,1.050027738818182,1.059362454454546,1.02749896,1.060977697,38.60908958727273,38.71818264818182,39.02727265818181,39.11818035818182,745.8909079818181,735.9272738363636,1,1.0,0,0,0,1.625631278272727,0,0.0,740.9090909090909,0.0,6.754064256484849,2.4951665076363634,0.016852514923204893
