,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,ACC_NI_CH1_FFT,ACC_NI_CH1_RMS,ACC_NI_CH2_FFT,ACC_NI_CH2_RMS,ACC_NI_CH3_FFT,ACC_NI_CH3_RMS,CV_PLC_Control_Call,CV_PLC_Control_Mode,CV_PLC_Diag,CV_PLC_Fuel_Call,CV_PLC_Fuel_Signal_AO,CV_PLC_Fuel_Temp_Set,CV_PLC_N1_Max,CV_PLC_N2_Max,CV_PLC_Passive_kW,CV_PLC_Stage,CV_PLC_Target_N2,CV_PLC_Volt_Max,DO_PLC_Air_Valve,DO_PLC_Fuel_Enable,DO_PLC_Fuel_Heater,DO_PLC_Igniter,DO_PLC_System_Enable,FP_PLC_Fuel_1,FP_PLC_Oil_Inlet_1,F_PLC_Axial_Force_1,I_PLC_Phase_1,I_PLC_Phase_2,I_PLC_Phase_3,N_PLC_N1,N_PLC_N2,N_PLC_N2b,P_PLC_Bellmouth_Pressure_1,P_PLC_Inlet_MF,P_PLC_PT_Exit_1,P_PLC_PT_Exit_2,P_PLC_PT_Exit_3,P_PLC_Turbine_Diffuser_Exit,T_PLC_Bellmouth_1,T_PLC_Bellmouth_2,T_PLC_Fuel_Inlet_1,T_PLC_Inlet_1,T_PLC_LP_Outlet_1,T_PLC_N2_Front_Bearing_1,T_PLC_N2_Front_Bearing_2,T_PLC_Oil_Inlet_1,T_PLC_Oil_Outlet_1,T_PLC_PT_Outlet_Duct_1,T_PLC_PT_Outlet_Duct_2,T_PLC_Recuperator_HP_Outlet_1,T_PLC_Recuperator_HP_Outlet_2,T_PLC_Turbine_Exit_1,T_PLC_Turbine_Exit_2,VF_PLC_Fuel,V_PLC_Phase_1,V_PLC_Phase_2,V_PLC_Phase_3,cc_call,cc_fuel_manual,cc_ll,cc_max_dec,cc_max_inc,cc_n2_setpoint,cv_control_mode,cv_et,cv_n1_max,cv_n2_max,cv_pid_d,cv_pid_i,cv_pid_p,cv_stage,cv_v_max,spare_420,spare_tc,fuel_gph,fuel_kgs
154,154,154,42.275172000000005,2023-01-19 00:13:11.544360+00:00,0.0,11.88,1.43215724977383,572.45,2.27,1040.0,45.83384767199861,1040.0,5.612591027582636,0.0,4.607583012366081,50.0,100.0,0.0,53.0,53.0,70.0,100.0,25.0,2.27,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,65.265,40.47,-6.51,16.35,16.265,16.05,0.0,11.88,0.0,0.59,124.425,44.255,43.17,43.94,-1.1,-3276.8,-3276.8,69.4,-3276.8,-115.3,-3276.8,-3276.8,28.8,20.85,-3276.8,-3276.8,61.6,165.35,572.45,654.3,0.245,46.45,46.31,46.74,50.0,53.0,0.0,1.0,1.0,20.0,100.0,43.75,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-33.05,3.883330999812437,0.0033360833333333
155,155,155,42.343450000000004,2023-01-19 00:13:11.612638+00:00,0.0,12.0,1.431285467554898,573.9,2.29,1040.0,43.93223727102941,1040.0,5.325429451734484,520.0,4.364731401825582,50.0,100.0,0.0,53.0,53.0,70.0,100.0,25.0,2.29,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,65.19,40.57,-6.51,16.42,16.34,16.11,0.0,12.0,0.0,0.59,124.46,44.27,43.04,43.79,-1.1,-3276.8,-3276.8,69.4,-3276.8,-147.6,-3276.8,-3276.8,28.8,20.9,-3276.8,-3276.8,57.6,162.5,573.9,656.1,0.24,46.69,46.54,46.99,50.0,53.0,0.0,1.0,1.0,20.0,100.0,44.0,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-37.1,3.80407934675504,0.0032679999999999
156,156,156,42.830245000000005,2023-01-19 00:13:12.099433+00:00,0.0,12.0,1.432288839542726,575.3499999999999,2.31,1040.0,42.0306268700602,1040.0,5.038267875886334,1040.0,4.121879791285082,50.0,100.0,0.0,53.0,53.0,70.0,100.0,25.0,2.31,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,65.21000000000001,40.585,-6.44,16.485,16.395,16.19,0.0,12.0,0.0,0.59,124.445,44.38500000000001,43.135,43.885,-1.1,-3276.8,-3276.8,69.45,-3276.8,-113.35,-3276.8,-3276.8,28.8,20.9,-3276.8,-3276.8,53.05,156.95,575.3499999999999,657.8,0.24,46.9,46.765,47.2,50.0,53.0,0.0,1.0,1.0,20.0,100.0,44.3,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-39.65000000000001,3.80407934675504,0.0032679999999999
157,157,157,42.893536000000005,2023-01-19 00:13:12.162724+00:00,0.0,12.0,1.433292211530553,576.8,2.33,1040.0,42.68163684434789,1040.0,5.336207865153353,520.0,4.467900922452364,50.0,100.0,0.0,53.0,53.0,70.0,100.0,25.0,2.33,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,65.23,40.6,-6.37,16.55,16.45,16.27,0.0,12.0,0.0,0.59,124.43,44.5,43.23,43.98,-1.1,-3276.8,-3276.8,69.5,-3276.8,-79.1,-3276.8,-3276.8,28.8,20.9,-3276.8,-3276.8,48.5,151.4,576.8,659.5,0.24,47.11,46.99,47.41,50.0,53.0,0.0,1.0,1.0,20.0,100.0,44.6,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-42.2,3.80407934675504,0.0032679999999999
158,158,158,43.398805,2023-01-19 00:13:12.667993+00:00,0.0,12.12,1.433506044905008,578.15,2.345,1040.0,43.33264681863558,1040.0,5.634147854420373,0.0,4.813922053619647,50.0,100.0,0.0,53.0,53.0,70.0,100.0,25.0,2.345,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,65.16499999999999,40.535,-6.295,16.6,16.505,16.33,0.0,12.12,0.0,0.59,124.42,44.535,43.245,43.995,-1.1,-3276.8,-3276.8,69.5,-3276.8,-49.5,-3276.8,-3276.8,28.8,20.95,-3276.8,-3276.8,47.3,149.45,578.15,661.2,0.24,47.305,47.17,47.6,50.0,53.0,0.0,1.0,1.0,20.0,100.0,44.85,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-46.25,3.80407934675504,0.0032679999999999
159,159,159,43.443463000000015,2023-01-19 00:13:12.712651+00:00,0.0,12.24,1.433719878279464,579.5,2.36,1040.0,43.43954905246436,1040.0,5.611339573260921,346.6666666666667,4.731770904225707,50.0,100.0,0.0,53.0,53.0,70.0,100.0,25.0,2.36,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,65.1,40.47,-6.22,16.65,16.56,16.39,0.0,12.24,0.0,0.59,124.41,44.57,43.26,44.01,-1.1,-3276.8,-3276.8,69.5,-3276.8,-19.9,-3276.8,-3276.8,28.8,21.0,-3276.8,-3276.8,46.1,147.5,579.5,662.9,0.24,47.5,47.35,47.79,50.0,53.0,0.0,1.0,1.0,20.0,100.0,45.1,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-50.3,3.80407934675504,0.0032679999999999
160,160,160,43.993135,2023-01-19 00:13:13.262323+00:00,0.0,12.24,1.435233160621762,582.2,2.39,1040.0,43.54645128629313,1040.0,5.588531292101469,693.3333333333334,4.649619754831767,50.0,100.0,0.0,53.0,53.0,70.0,100.0,25.0,2.39,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,65.19,40.52,-6.51,16.74,16.69,16.49,0.0,12.24,0.0,0.59,124.43,44.65,43.6,44.05,-1.1,-3276.8,-3276.8,69.6,-3276.8,-68.4,-3276.8,-3276.8,28.8,21.0,-3276.8,-3276.8,38.5,141.3,582.2,666.1,0.24,47.85,47.69,48.14,50.0,53.0,0.0,1.0,1.0,20.0,100.0,45.7,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-56.8,3.80407934675504,0.0032679999999999
161,161,161,44.100914,2023-01-19 00:13:13.370102+00:00,0.0,12.36,1.435118019573978,583.5,2.405,1040.0,43.6533535201219,1040.0,5.565723010942017,1040.0,4.567468605437827,50.0,100.0,0.0,53.0,53.0,70.0,100.0,25.0,2.405,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,65.33500000000001,40.53,-6.365,16.79,16.725,16.535,0.0,12.36,0.0,0.59,124.43,44.67,43.45,44.145,-1.1,-3276.8,-3276.8,69.6,-3276.8,-45.7,-3276.8,-3276.8,28.8,21.05,-3276.8,-3276.8,31.95,135.4,583.5,667.6500000000001,0.24,48.01000000000001,47.855,48.3,50.0,53.0,0.0,1.0,1.0,20.0,100.0,45.95,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-56.65,3.80407934675504,0.0032679999999999
162,162,162,44.562486,2023-01-19 00:13:13.831674+00:00,0.0,12.48,1.435002878526195,584.8,2.42,1040.0,43.60132091772379,1040.0,5.578176682673283,520.0,4.846864682317011,50.0,100.0,0.0,53.0,53.0,70.0,100.0,25.0,2.42,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,65.48,40.54,-6.22,16.84,16.76,16.58,0.0,12.48,0.0,0.59,124.43,44.69,43.3,44.24,-1.1,-3276.8,-3276.8,69.6,-3276.8,-23.0,-3276.8,-3276.8,28.8,21.1,-3276.8,-3276.8,25.4,129.5,584.8,669.2,0.24,48.17,48.02,48.46,50.0,53.0,0.0,1.0,1.0,20.0,100.0,46.2,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-56.5,3.80407934675504,0.0032679999999999
163,163,163,44.591389,2023-01-19 00:13:13.860577+00:00,0.0,12.48,1.43802944321079,585.6333333333333,2.43,1040.0,43.54928831532568,1040.0,5.590630354404549,0.0,5.126260759196195,50.0,100.0,0.0,53.33333333333334,53.33333333333334,70.0,100.0,25.0,2.43,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,66.52,40.5,-6.123333333333333,16.87333333333333,16.79,16.61,0.0,12.48,0.0,0.59,124.43,44.9,43.68666666666667,44.56333333333333,-1.1,-3276.8,-3276.8,69.6,-3276.8,-1.733333333333335,-3276.8,-3276.8,28.8,21.1,-3276.8,-3276.8,23.0,127.8333333333333,585.6333333333333,670.1666666666667,0.24,48.26,48.11666666666667,48.55666666666666,50.0,53.33333333333334,0.0,1.0,1.0,20.0,100.0,46.4,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-59.06666666666667,3.80407934675504,0.0032679999999999
164,164,164,45.056195,2023-01-19 00:13:14.325383+00:00,0.0,12.48,1.441056007895386,586.4666666666666,2.44,1040.0,47.20688825637689,1120.0,5.508670304022778,1040.0,5.323648204839823,50.0,100.0,0.0,53.66666666666666,53.66666666666666,70.0,100.0,25.0,2.44,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,67.56,40.46,-6.026666666666666,16.90666666666667,16.82,16.64,0.0,12.48,0.0,0.59,124.43,45.11,44.07333333333333,44.88666666666667,-1.1,-3276.8,-3276.8,69.6,-3276.8,19.53333333333333,-3276.8,-3276.8,28.8,21.1,-3276.8,-3276.8,20.6,126.1666666666667,586.4666666666666,671.1333333333333,0.24,48.35,48.21333333333334,48.65333333333334,50.0,53.66666666666666,0.0,1.0,1.0,20.0,100.0,46.6,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-61.63333333333333,3.80407934675504,0.0032679999999999
165,165,165,45.094842,2023-01-19 00:13:14.364030+00:00,0.0,12.48,1.444082572579982,587.3,2.45,1080.0,43.81166020193621,1120.0,5.562516089776876,1080.0,5.304325487693133,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.45,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.6,40.42,-5.93,16.94,16.85,16.67,0.0,12.48,0.0,0.59,124.43,45.32,44.46,45.21,-1.1,-3276.8,-3276.8,69.6,-3276.8,40.8,-3276.8,-3276.8,28.8,21.1,-3276.8,-3276.8,18.2,124.5,587.3,672.1,0.24,48.44,48.31,48.75,50.0,54.0,0.0,1.0,1.0,20.0,100.0,46.8,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-64.2,3.80407934675504,0.0032679999999999
166,166,166,45.611591000000004,2023-01-19 00:13:14.880779+00:00,0.0,12.54,1.447717739945719,588.55,2.465,1120.0,40.41643214749551,1120.0,5.616361875530975,1120.0,5.285002770546444,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.465,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.61,40.49,-5.93,16.99,16.905,16.705,0.0,12.54,0.0,0.59,124.42,45.715,44.835,45.545,-1.1,-3276.8,-3276.8,69.65,-3276.8,19.95,-3276.8,-3276.8,28.8,21.1,-3276.8,-3276.8,12.45,115.95,588.55,673.55,0.24,48.62,48.48,48.92,50.0,54.0,0.0,1.0,1.0,20.0,100.0,47.05,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-68.5,3.80407934675504,0.0032679999999999
167,167,167,45.645195000000015,2023-01-19 00:13:14.914383+00:00,0.0,12.6,1.451352907311457,589.8,2.48,1120.0,36.80012361619052,1120.0,5.288714794570565,1120.0,5.044684326295769,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.48,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.62,40.56,-5.93,17.04,16.96,16.74,0.0,12.6,0.0,0.59,124.41,46.11,45.21,45.88,-1.1,-3276.8,-3276.8,69.7,-3276.8,-0.9,-3276.8,-3276.8,28.8,21.1,-3276.8,-3276.8,6.7,107.4,589.8,675.0,0.24,48.8,48.65,49.09,50.0,54.0,0.0,1.0,1.0,20.0,100.0,47.3,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-72.8,3.80407934675504,0.0032679999999999
168,168,168,46.190954000000005,2023-01-19 00:13:15.460142+00:00,0.0,12.69,1.452208240809277,591.0,2.5,1120.0,33.18381508488553,1120.0,4.961067713610153,1120.0,4.804365882045095,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.5,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.745,40.585,-5.859999999999999,17.09,17.01,16.81,0.0,12.69,0.0,0.59,124.42,46.37,45.13500000000001,45.955,-1.1,-3276.8,-3276.8,69.7,-3276.8,9.6,-3276.8,-3276.8,28.8,21.15,-3276.8,-3276.8,4.8,104.6,591.0,676.45,0.24,48.99,48.845,49.28,50.0,54.0,0.0,1.0,1.0,20.0,100.0,47.6,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-72.9,3.80407934675504,0.0032679999999999
169,169,169,46.19492,2023-01-19 00:13:15.464108+00:00,0.0,12.78,1.453063574307098,592.2,2.52,1120.0,32.10050956570222,1120.0,4.818679898188318,1120.0,4.684124096209447,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.52,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.87,40.61,-5.79,17.14,17.06,16.88,0.0,12.78,0.0,0.59,124.43,46.63,45.06,46.03,-1.1,-3276.8,-3276.8,69.7,-3276.8,20.1,-3276.8,-3276.8,28.8,21.2,-3276.8,-3276.8,2.9,101.8,592.2,677.9,0.24,49.18,49.04,49.47,50.0,54.0,0.0,1.0,1.0,20.0,100.0,47.9,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-73.0,3.80407934675504,0.0032679999999999
170,170,170,46.742541,2023-01-19 00:13:16.011729+00:00,0.0,12.78,1.457636318776215,596.9,2.56,1120.0,31.01720404651891,1120.0,4.676292082766482,1120.0,4.5638823103738,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.56,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.64,40.18,-5.64,17.28,17.18,16.98,0.0,12.78,0.0,0.59,124.46,47.04,45.51,46.56,-1.1,-3276.8,-3276.8,69.7,-3276.8,82.9,-3276.8,-3276.8,28.8,21.2,-3276.8,-3276.8,-3.8,97.5,596.9,680.6,0.24,49.58,49.44,49.88,50.0,54.0,0.0,1.0,1.0,20.0,100.0,48.4,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-81.3,3.80407934675504,0.0032679999999999
171,171,171,46.753321,2023-01-19 00:13:16.022509+00:00,0.0,12.87,1.458310716341804,598.0999999999999,2.575,1120.0,29.9338985273356,1120.0,4.533904267344647,1120.0,4.443640524538152,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.575,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.66499999999999,40.26000000000001,-5.494999999999999,17.33,17.245,17.03,0.0,12.87,0.0,0.59,124.38,47.08,45.49,46.745,-1.1,-3276.8,-3276.8,69.7,-3276.8,60.85,-3276.8,-3276.8,28.8,21.2,-3276.8,-3276.8,-9.3,91.85,598.0999999999999,682.0,0.245,49.765,49.63,50.06,50.0,54.0,0.0,1.0,1.0,20.0,100.0,48.7,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-86.8,3.883330999812437,0.0033360833333333
172,172,172,47.292167000000006,2023-01-19 00:13:16.561355+00:00,0.0,12.96,1.458985113907393,599.3,2.59,1120.0,31.5537087234636,1120.0,4.644813423996887,1120.0,4.532351600570337,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.59,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.69,40.34,-5.35,17.38,17.31,17.08,0.0,12.96,0.0,0.59,124.3,47.12,45.47,46.93,-1.1,-3276.8,-3276.8,69.7,-3276.8,38.8,-3276.8,-3276.8,28.8,21.2,-3276.8,-3276.8,-14.8,86.2,599.3,683.4,0.25,49.95,49.82,50.24,50.0,54.0,0.0,1.0,1.0,20.0,100.0,49.0,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-92.3,3.962582652869834,0.0034041666666666
173,173,173,47.319309000000004,2023-01-19 00:13:16.588497+00:00,0.0,12.96,1.460169421827453,600.0666666666666,2.603333333333333,1120.0,33.17351891959159,1120.0,4.755722580649127,1120.0,4.621062676602523,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.603333333333333,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.67333333333333,40.42,-5.496666666666666,17.41666666666666,17.34,17.12,0.0,12.96,0.0,0.59,124.3133333333333,47.19333333333334,45.75666666666667,46.93,-1.1,-3276.8,-3276.8,69.7,-3276.8,43.6,-3276.8,-3276.8,28.8,21.23333333333333,-3276.8,-3276.8,-16.4,84.4,600.0666666666666,684.3333333333334,0.25,50.06333333333333,49.93,50.36,50.0,54.0,0.0,1.0,1.0,20.0,100.0,49.16666666666666,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-93.0,3.962582652869834,0.0034041666666666
174,174,174,47.774968000000015,2023-01-19 00:13:17.044156+00:00,0.0,12.96,1.461353729747512,600.8333333333334,2.616666666666667,1120.0,29.59873738775974,1120.0,4.90864988308712,1120.0,4.749721627861232,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.616666666666667,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.65666666666667,40.5,-5.643333333333334,17.45333333333333,17.37,17.16,0.0,12.96,0.0,0.59,124.3266666666667,47.26666666666667,46.04333333333333,46.93,-1.1,-3276.8,-3276.8,69.7,-3276.8,48.4,-3276.8,-3276.8,28.8,21.26666666666667,-3276.8,-3276.8,-18.0,82.6,600.8333333333334,685.2666666666667,0.25,50.17666666666667,50.04,50.48,50.0,54.0,0.0,1.0,1.0,20.0,100.0,49.33333333333334,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-93.7,3.962582652869834,0.0034041666666666
175,175,175,47.843544000000016,2023-01-19 00:13:17.112732+00:00,0.0,12.96,1.462538037667571,601.6,2.63,1120.0,30.68099121412065,1120.0,4.826145929073849,1120.0,4.490035110642651,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.63,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.64,40.58,-5.79,17.49,17.4,17.2,0.0,12.96,0.0,0.59,124.34,47.34,46.33,46.93,-1.1,-3276.8,-3276.8,69.7,-3276.8,53.2,-3276.8,-3276.8,28.8,21.3,-3276.8,-3276.8,-19.6,80.8,601.6,686.2,0.25,50.29,50.15,50.6,50.0,54.0,0.0,1.0,1.0,20.0,100.0,49.5,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-94.4,3.962582652869834,0.0034041666666666
176,176,176,48.325176000000006,2023-01-19 00:13:17.594364+00:00,0.0,13.08,1.461995229870877,602.6500000000001,2.645,1120.0,31.76324504048156,1120.0,4.743641975060577,1120.0,4.23034859342407,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.645,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.765,40.545,-5.645,17.535,17.46,17.25,0.0,13.08,0.0,0.59,124.4,47.395,46.09,46.95,-1.1,-3276.8,-3276.8,69.7,-3276.8,83.80000000000001,-3276.8,-3276.8,28.8,21.35,-3276.8,-3276.8,-23.4,78.65,602.6500000000001,688.8,0.25,50.45,50.31,50.76000000000001,50.0,54.0,0.0,1.0,1.0,20.0,100.0,49.8,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-98.9,3.962582652869834,0.0034041666666666
177,177,177,48.393316000000006,2023-01-19 00:13:17.662504+00:00,0.0,13.2,1.461452422074184,603.7,2.66,1120.0,34.8247647587121,1120.0,4.814481231872818,1120.0,4.340659990476189,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.66,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.89,40.51,-5.5,17.58,17.52,17.3,0.0,13.2,0.0,0.59,124.46,47.45,45.85,46.97,-1.1,-3276.8,-3276.8,69.7,-3276.8,114.4,-3276.8,-3276.8,28.8,21.4,-3276.8,-3276.8,-27.2,76.5,603.7,691.4,0.25,50.61,50.47,50.92,50.0,54.0,0.0,1.0,1.0,20.0,100.0,50.1,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-103.4,3.962582652869834,0.0034041666666666
178,178,178,48.943421000000015,2023-01-19 00:13:18.212609+00:00,0.0,13.2,1.462932806974258,605.8,2.69,1120.0,37.88628447694264,1120.0,4.885320488685058,1120.0,4.450971387528306,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.69,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.8,40.67,-5.79,17.67,17.61,17.39,0.0,13.2,0.0,0.59,124.43,47.53,46.33,46.86,-1.1,-3276.8,-3276.8,69.7,-3276.8,68.7,-3276.8,-3276.8,28.8,21.4,-3276.8,-3276.8,-40.3,65.1,605.8,693.8,0.25,50.93,50.78,51.24,50.0,54.0,0.0,1.0,1.0,20.0,100.0,50.6,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-115.1,3.962582652869834,0.0034041666666666
179,179,179,48.989103,2023-01-19 00:13:18.258291+00:00,0.0,13.26,1.463607204539847,606.8,2.7,1120.0,40.94780419517317,1120.0,4.956159745497298,1120.0,4.561282784580425,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.7,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.86,40.585,-5.645,17.72,17.645,17.425,0.0,13.26,0.0,0.59,124.5,47.51000000000001,46.37,47.045,-1.1,-3276.8,-3276.8,69.75,-3276.8,93.7,-3276.8,-3276.8,28.8,21.45,-3276.8,-3276.8,-42.95,61.55,606.8,695.0,0.25,51.07,50.92,51.375,50.0,54.0,0.0,1.0,1.0,20.0,100.0,50.90000000000001,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-115.35,3.962582652869834,0.0034041666666666
180,180,180,49.493328000000005,2023-01-19 00:13:18.762516+00:00,0.0,13.32,1.464281602105436,607.8,2.71,1120.0,35.33064541675181,1120.0,4.681952909623112,560.0,4.389271037303645,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.71,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.92,40.5,-5.5,17.77,17.68,17.46,0.0,13.32,0.0,0.59,124.57,47.49,46.41,47.23,-1.1,-3276.8,-3276.8,69.8,-3276.8,118.7,-3276.8,-3276.8,28.8,21.5,-3276.8,-3276.8,-45.6,58.0,607.8,696.2,0.25,51.21,51.06,51.51,50.0,54.0,0.0,1.0,1.0,20.0,100.0,51.2,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-115.6,3.962582652869834,0.0034041666666666
181,181,181,49.542681000000016,2023-01-19 00:13:18.811869+00:00,0.0,13.32,1.463853935356526,608.75,2.725,1120.0,29.71348663833045,1120.0,4.407746073748925,0.0,4.217259290026865,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.725,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.93,40.425,-5.645,17.8,17.725,17.51,0.0,13.32,0.0,0.59,124.49,47.53,46.41,47.06,-1.1,-3276.8,-3276.8,69.69999999999999,-3276.8,97.55,-3276.8,-3276.8,28.8,21.5,-3276.8,-3276.8,-48.6,56.0,608.75,697.35,0.25,51.335,51.18,51.64,50.0,54.0,0.0,1.0,1.0,20.0,100.0,51.45,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-119.05,3.962582652869834,0.0034041666666666
182,182,182,50.04319,2023-01-19 00:13:19.312378+00:00,0.0,13.32,1.463426268607616,609.7,2.74,1120.0,30.55896050050272,1120.0,4.383506455893345,560.0,4.057522238883761,50.0,100.0,0.0,54.0,54.0,70.0,100.0,25.0,2.74,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,68.94,40.35,-5.79,17.83,17.77,17.56,0.0,13.32,0.0,0.59,124.41,47.57,46.41,46.89,-1.1,-3276.8,-3276.8,69.6,-3276.8,76.4,-3276.8,-3276.8,28.8,21.5,-3276.8,-3276.8,-51.6,54.0,609.7,698.5,0.25,51.46,51.3,51.77,50.0,54.0,0.0,1.0,1.0,20.0,100.0,51.7,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-122.5,3.962582652869834,0.0034041666666666
183,183,183,50.102267000000005,2023-01-19 00:13:19.371455+00:00,0.0,13.41,1.468591167036763,610.6500000000001,2.75,1120.0,31.40443436267498,1120.0,4.359266838037765,1120.0,3.897785187740657,50.0,100.0,0.0,54.5,54.5,70.0,100.0,25.0,2.75,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,70.67,40.545,-5.57,17.87,17.8,17.59,0.0,13.41,0.0,0.59,124.42,47.94,47.045,47.455,-1.1,-3276.8,-3276.8,69.55,-3276.8,61.15000000000001,-3276.8,-3276.8,28.8,21.55,-3276.8,-3276.8,-58.40000000000001,48.15,610.6500000000001,699.65,0.25,51.57,51.425,51.88500000000001,50.0,54.5,0.0,1.0,1.0,20.0,100.0,52.0,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-128.7,3.962582652869834,0.0034041666666666
184,184,184,50.610599,2023-01-19 00:13:19.879787+00:00,0.0,13.5,1.47375606546591,611.6,2.76,1120.0,33.00967318063641,1120.0,5.057660564386506,1120.0,4.296381587034778,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.76,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.4,40.74,-5.35,17.91,17.83,17.62,0.0,13.5,0.0,0.59,124.43,48.31,47.68,48.02,-1.1,-3276.8,-3276.8,69.5,-3276.8,45.9,-3276.8,-3276.8,28.8,21.6,-3276.8,-3276.8,-65.2,42.3,611.6,700.8,0.25,51.68,51.55,52.0,50.0,55.0,0.0,1.0,1.0,20.0,100.0,52.3,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-134.9,3.962582652869834,0.0034041666666666
