,Unnamed: 0.1,Unnamed: 0,elapsed_sec,_time,N1,N2,PR,Turbine_Exit,Power,ACC_NI_CH1_FFT,ACC_NI_CH1_RMS,ACC_NI_CH2_FFT,ACC_NI_CH2_RMS,ACC_NI_CH3_FFT,ACC_NI_CH3_RMS,CV_PLC_Control_Call,CV_PLC_Control_Mode,CV_PLC_Diag,CV_PLC_Fuel_Call,CV_PLC_Fuel_Signal_AO,CV_PLC_Fuel_Temp_Set,CV_PLC_N1_Max,CV_PLC_N2_Max,CV_PLC_Passive_kW,CV_PLC_Stage,CV_PLC_Target_N2,CV_PLC_Volt_Max,DO_PLC_Air_Valve,DO_PLC_Fuel_Enable,DO_PLC_Fuel_Heater,DO_PLC_Igniter,DO_PLC_System_Enable,FP_PLC_Fuel_1,FP_PLC_Oil_Inlet_1,F_PLC_Axial_Force_1,I_PLC_Phase_1,I_PLC_Phase_2,I_PLC_Phase_3,N_PLC_N1,N_PLC_N2,N_PLC_N2b,P_PLC_Bellmouth_Pressure_1,P_PLC_Inlet_MF,P_PLC_PT_Exit_1,P_PLC_PT_Exit_2,P_PLC_PT_Exit_3,P_PLC_Turbine_Diffuser_Exit,T_PLC_Bellmouth_1,T_PLC_Bellmouth_2,T_PLC_Fuel_Inlet_1,T_PLC_Inlet_1,T_PLC_LP_Outlet_1,T_PLC_N2_Front_Bearing_1,T_PLC_N2_Front_Bearing_2,T_PLC_Oil_Inlet_1,T_PLC_Oil_Outlet_1,T_PLC_PT_Outlet_Duct_1,T_PLC_PT_Outlet_Duct_2,T_PLC_Recuperator_HP_Outlet_1,T_PLC_Recuperator_HP_Outlet_2,T_PLC_Turbine_Exit_1,T_PLC_Turbine_Exit_2,VF_PLC_Fuel,V_PLC_Phase_1,V_PLC_Phase_2,V_PLC_Phase_3,cc_call,cc_fuel_manual,cc_ll,cc_max_dec,cc_max_inc,cc_n2_setpoint,cv_control_mode,cv_et,cv_n1_max,cv_n2_max,cv_pid_d,cv_pid_i,cv_pid_p,cv_stage,cv_v_max,spare_420,spare_tc,fuel_gph,fuel_kgs
185,185,185,50.654622,2023-01-19 00:13:19.923810+00:00,0.0,13.5,1.477818899580558,612.5,2.775,1120.0,34.61491199859785,1120.0,5.756054290735247,1120.0,4.694977986328899,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.775,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.465,40.67,-5.06,17.955,17.88,17.66,0.0,13.5,0.0,0.59,124.41,48.705,47.83,48.71,-1.1,-3276.8,-3276.8,69.55,-3276.8,74.25,-3276.8,-3276.8,28.75,21.65,-3276.8,-3276.8,-68.6,38.25,612.5,701.8499999999999,0.25,51.83,51.685,52.145,50.0,55.0,0.0,1.0,1.0,20.0,100.0,52.55,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-135.25,3.962582652869834,0.0034041666666666
186,186,186,51.143239000000015,2023-01-19 00:13:20.412427+00:00,0.0,13.5,1.481881733695205,613.4,2.79,1120.0,35.91812762118106,1120.0,6.435985468352824,1120.0,5.167013780038759,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.79,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.53,40.6,-4.77,18.0,17.93,17.7,0.0,13.5,0.0,0.59,124.39,49.1,47.98,49.4,-1.1,-3276.8,-3276.8,69.6,-3276.8,102.6,-3276.8,-3276.8,28.7,21.7,-3276.8,-3276.8,-72.0,34.2,613.4,702.9,0.25,51.98,51.82,52.29,50.0,55.0,0.0,1.0,1.0,20.0,100.0,52.8,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-135.6,3.962582652869834,0.0034041666666666
187,187,187,51.209271000000015,2023-01-19 00:13:20.478459+00:00,0.0,13.52,1.48246292184116,614.0,2.803333333333333,1120.0,37.22134324376427,1120.0,7.1159166459704,1120.0,5.639049573748618,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.803333333333333,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.56,40.53333333333333,-4.963333333333333,18.03333333333333,17.96333333333333,17.73333333333333,0.0,13.52,0.0,0.59,124.36,49.26333333333334,48.11666666666667,49.27666666666666,-1.1,-3276.8,-3276.8,69.6,-3276.8,92.2,-3276.8,-3276.8,28.7,21.73333333333333,-3276.8,-3276.8,-73.63333333333334,33.03333333333333,614.0,703.6,0.25,52.1,51.94333333333334,52.41,50.0,55.0,0.0,1.0,1.0,20.0,100.0,53.0,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-137.2,3.962582652869834,0.0034041666666666
188,188,188,51.690845,2023-01-19 00:13:20.960033+00:00,0.0,13.54,1.483044109987115,614.6,2.816666666666667,1120.0,35.9134092199359,1120.0,7.704343059973355,1120.0,6.669717352778776,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.816666666666667,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.59,40.46666666666667,-5.156666666666666,18.06666666666666,17.99666666666667,17.76666666666667,0.0,13.54,0.0,0.59,124.33,49.42666666666667,48.25333333333333,49.15333333333334,-1.1,-3276.8,-3276.8,69.6,-3276.8,81.8,-3276.8,-3276.8,28.7,21.76666666666667,-3276.8,-3276.8,-75.26666666666667,31.86666666666667,614.6,704.3,0.25,52.22,52.06666666666666,52.53,50.0,55.0,0.0,1.0,1.0,20.0,100.0,53.2,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-138.8,3.962582652869834,0.0034041666666666
189,189,189,51.692124,2023-01-19 00:13:20.961312+00:00,0.0,13.56,1.48362529813307,615.2,2.83,1120.0,35.84827978413672,1120.0,7.847117096118882,1120.0,6.811461532664252,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.83,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.62,40.4,-5.35,18.1,18.03,17.8,0.0,13.56,0.0,0.59,124.3,49.59,48.39,49.03,-1.1,-3276.8,-3276.8,69.6,-3276.8,71.4,-3276.8,-3276.8,28.7,21.8,-3276.8,-3276.8,-76.9,30.7,615.2,705.0,0.25,52.34,52.19,52.65,50.0,55.0,0.0,1.0,1.0,20.0,100.0,53.4,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-140.4,3.962582652869834,0.0034041666666666
190,190,190,52.206479000000016,2023-01-19 00:13:21.475667+00:00,0.0,13.68,1.486503824327658,616.1,2.845,1120.0,35.78315034833755,1120.0,7.98989113226441,1120.0,6.953205712549727,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.845,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.64500000000001,40.41,-5.205,18.16,18.08,17.855,0.0,13.68,0.0,0.59,124.365,49.87,48.745,49.27,-1.1,-3276.8,-3276.8,69.6,-3276.8,49.25,-3276.8,-3276.8,28.7,21.85,-3276.8,-3276.8,-83.65,25.3,616.1,706.1,0.255,52.52,52.375,52.835,50.0,55.0,0.0,1.0,1.0,20.0,100.0,53.65,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-147.65,4.041834305927231,0.00347225
191,191,191,52.242154,2023-01-19 00:13:21.511342+00:00,0.0,13.8,1.489382350522247,617.0,2.86,1120.0,34.25974671893459,1120.0,7.797773554190352,1120.0,6.873901426052589,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.86,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.67,40.42,-5.06,18.22,18.13,17.91,0.0,13.8,0.0,0.59,124.43,50.15,49.1,49.51,-1.1,-3276.8,-3276.8,69.6,-3276.8,27.1,-3276.8,-3276.8,28.7,21.9,-3276.8,-3276.8,-90.4,19.9,617.0,707.2,0.26,52.7,52.56,53.02,50.0,55.0,0.0,1.0,1.0,20.0,100.0,53.9,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-154.9,4.121085958984628,0.0035403333333333
192,192,192,52.760132000000006,2023-01-19 00:13:22.029320+00:00,0.0,13.8,1.490352825067851,617.9,2.88,1120.0,32.73634308953164,1120.0,7.605655976116294,1120.0,6.794597139555449,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.88,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.66,40.535,-4.77,18.275,18.19,17.965,0.0,13.8,0.0,0.59,124.41,50.165,49.005,49.885,-1.1,-3276.8,-3276.8,69.6,-3276.8,54.85,-3276.8,-3276.8,28.7,21.9,-3276.8,-3276.8,-94.15,15.1,617.9,708.25,0.26,52.88500000000001,52.74,53.205,50.0,55.0,0.0,1.0,1.0,20.0,100.0,54.2,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-156.2,4.121085958984628,0.0035403333333333
193,193,193,52.792964000000005,2023-01-19 00:13:22.062152+00:00,0.0,13.8,1.491323299613455,618.8,2.9,1120.0,33.33108025408503,1120.0,7.597642673329936,1120.0,6.961566103778475,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.9,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.65,40.65,-4.48,18.33,18.25,18.02,0.0,13.8,0.0,0.59,124.39,50.18,48.91,50.26,-1.1,-3276.8,-3276.8,69.6,-3276.8,82.6,-3276.8,-3276.8,28.7,21.9,-3276.8,-3276.8,-97.9,10.3,618.8,709.3,0.26,53.07,52.92,53.39,50.0,55.0,0.0,1.0,1.0,20.0,100.0,54.5,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-157.5,4.121085958984628,0.0035403333333333
194,194,194,53.334087000000004,2023-01-19 00:13:22.603275+00:00,0.0,13.89,1.492079940784604,619.7,2.92,1120.0,33.92581741863842,1120.0,7.589629370543578,1120.0,7.128535068001502,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.92,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.68,40.66,-4.41,18.37,18.3,18.08,0.0,13.89,0.0,0.59,124.365,50.22,48.97,50.39,-1.1,-3276.8,-3276.8,69.6,-3276.8,69.8,-3276.8,-3276.8,28.7,21.95,-3276.8,-3276.8,-99.6,8.65,619.7,710.3499999999999,0.26,53.245,53.09,53.565,50.0,55.0,0.0,1.0,1.0,20.0,100.0,54.75,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-167.4,4.121085958984628,0.0035403333333333
195,195,195,53.343064000000005,2023-01-19 00:13:22.612252+00:00,0.0,13.98,1.492836581955753,620.6,2.94,1120.0,33.499486326029,1120.0,7.579961617679309,1120.0,7.043387091680459,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.94,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.71,40.67,-4.34,18.41,18.35,18.14,0.0,13.98,0.0,0.59,124.34,50.26,49.03,50.52,-1.1,-3276.8,-3276.8,69.6,-3276.8,57.0,-3276.8,-3276.8,28.7,22.0,-3276.8,-3276.8,-101.3,7.0,620.6,711.4,0.26,53.42,53.26,53.74,50.0,55.0,0.0,1.0,1.0,20.0,100.0,55.0,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-177.3,4.121085958984628,0.0035403333333333
196,196,196,53.893364000000005,2023-01-19 00:13:23.162552+00:00,0.0,13.98,1.495797351755901,622.2,2.97,1120.0,33.07315523341958,1120.0,7.57029386481504,1120.0,6.958239115359417,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.97,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.74,40.51,-4.63,18.53,18.44,18.22,0.0,13.98,0.0,0.59,124.46,50.67,49.59,50.45,-1.1,-3276.8,-3276.8,69.5,-3276.8,13.3,-3276.8,-3276.8,28.6,22.1,-3276.8,-3276.8,-114.7,-3.1,622.2,713.3,0.26,53.76,53.6,54.08,50.0,55.0,0.0,1.0,1.0,20.0,100.0,55.6,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-180.8,4.121085958984628,0.0035403333333333
197,197,197,54.020769000000016,2023-01-19 00:13:23.289957+00:00,0.0,14.04,1.49604408257258,623.05,2.99,1120.0,32.64682414081017,1120.0,7.560626111950771,1120.0,6.873091139038374,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,2.99,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.645,40.345,-4.484999999999999,18.58,18.49,18.275,0.0,14.04,0.0,0.59,124.445,50.69,49.645,50.45,-1.1,-3276.8,-3276.8,69.5,-3276.8,42.65000000000001,-3276.8,-3276.8,28.6,22.15,-3276.8,-3276.8,-118.7,-7.800000000000001,623.05,714.3,0.255,53.915,53.755,54.235,50.0,55.0,0.0,1.0,1.0,20.0,100.0,55.85,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-182.1,4.041834305927231,0.00347225
198,198,198,54.445084000000016,2023-01-19 00:13:23.714272+00:00,0.0,14.1,1.496290813389259,623.9,3.01,1120.0,31.62050380681806,1120.0,7.567683223734765,1120.0,7.020529528278878,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.01,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.55,40.18,-4.34,18.63,18.54,18.33,0.0,14.1,0.0,0.59,124.43,50.71,49.7,50.45,-1.1,-3276.8,-3276.8,69.5,-3276.8,72.0,-3276.8,-3276.8,28.6,22.2,-3276.8,-3276.8,-122.7,-12.5,623.9,715.3,0.25,54.07,53.91,54.39,50.0,55.0,0.0,1.0,1.0,20.0,100.0,56.1,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-183.4,3.962582652869834,0.0034041666666666
199,199,199,54.620587,2023-01-19 00:13:23.889775+00:00,0.0,14.1,1.496784275022617,624.7,3.025,1120.0,30.59418347282596,1120.0,7.57474033551876,1120.0,7.167967917519383,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.025,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.655,40.3,-4.484999999999999,18.66,18.58,18.375,0.0,14.1,0.0,0.59,124.42,50.805,49.795,50.41,-1.1,-3276.8,-3276.8,69.5,-3276.8,68.8,-3276.8,-3276.8,28.6,22.15,-3276.8,-3276.8,-130.95,-14.0,624.7,716.2,0.25,54.21,54.06,54.535,50.0,55.0,0.0,1.0,1.0,20.0,100.0,56.40000000000001,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-192.95,3.962582652869834,0.0034041666666666
200,200,200,54.993173000000006,2023-01-19 00:13:24.262361+00:00,0.0,14.1,1.497277736655975,625.5,3.04,1120.0,32.07491514925836,1120.0,7.514276825776077,1120.0,7.236252525811995,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.04,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.76,40.42,-4.63,18.69,18.62,18.42,0.0,14.1,0.0,0.59,124.41,50.9,49.89,50.37,-1.1,-3276.8,-3276.8,69.5,-3276.8,65.6,-3276.8,-3276.8,28.6,22.1,-3276.8,-3276.8,-139.2,-15.5,625.5,717.1,0.25,54.35,54.21,54.68,50.0,55.0,0.0,1.0,1.0,20.0,100.0,56.7,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-202.5,3.962582652869834,0.0034041666666666
201,201,201,55.157325,2023-01-19 00:13:24.426513+00:00,0.0,14.22,1.497327082819311,626.3,3.05,1120.0,33.55564682569076,1120.0,7.453813316033394,1120.0,7.304537134104608,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.05,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.715,40.53,-4.484999999999999,18.735,18.67,18.46,0.0,14.22,0.0,0.59,124.365,50.99,49.72,50.465,-1.1,-3276.8,-3276.8,69.5,-3276.8,44.15,-3276.8,-3276.8,28.65,22.15,-3276.8,-3276.8,-144.35,-20.2,626.3,718.0,0.255,54.5,54.35,54.825,50.0,55.0,0.0,1.0,1.0,20.0,100.0,56.95,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-204.65,4.041834305927231,0.00347225
202,202,202,55.543192000000005,2023-01-19 00:13:24.812380+00:00,0.0,14.34,1.497376428982647,627.1,3.06,1120.0,32.5134841029077,1120.0,7.470246854786453,1120.0,7.353713548399779,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.06,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.67,40.64,-4.34,18.78,18.72,18.5,0.0,14.34,0.0,0.59,124.32,51.08,49.55,50.56,-1.1,-3276.8,-3276.8,69.5,-3276.8,22.7,-3276.8,-3276.8,28.7,22.2,-3276.8,-3276.8,-149.5,-24.9,627.1,718.9,0.26,54.65,54.49,54.97,50.0,55.0,0.0,1.0,1.0,20.0,100.0,57.2,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-206.8,4.121085958984628,0.0035403333333333
203,203,203,55.711947000000016,2023-01-19 00:13:24.981135+00:00,0.0,14.34,1.497935685500452,627.85,3.075,1120.0,31.47132138012463,1120.0,7.486680393539512,1120.0,7.40288996269495,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.075,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.75999999999999,40.695,-4.05,18.82,18.76,18.53,0.0,14.34,0.0,0.59,124.365,51.025,49.57,50.765,-1.1,-3276.8,-3276.8,69.55,-3276.8,53.35,-3276.8,-3276.8,28.7,22.25,-3276.8,-3276.8,-150.6,-32.3,627.85,719.75,0.26,54.775,54.615,55.095,50.0,55.0,0.0,1.0,1.0,20.0,100.0,57.5,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-205.05,4.121085958984628,0.0035403333333333
204,204,204,56.09317200000001,2023-01-19 00:13:25.362360+00:00,0.0,14.34,1.498494942018258,628.6,3.09,1120.0,30.11208160357862,1120.0,7.343377946669976,1120.0,7.228045368383745,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.09,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.85,40.75,-3.76,18.86,18.8,18.56,0.0,14.34,0.0,0.59,124.41,50.97,49.59,50.97,-1.1,-3276.8,-3276.8,69.6,-3276.8,84.0,-3276.8,-3276.8,28.7,22.3,-3276.8,-3276.8,-151.7,-39.7,628.6,720.6,0.26,54.9,54.74,55.22,50.0,55.0,0.0,1.0,1.0,20.0,100.0,57.8,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-203.3,4.121085958984628,0.0035403333333333
205,205,205,56.270267000000004,2023-01-19 00:13:25.539455+00:00,0.0,14.4,1.499284480631631,629.35,3.105,1120.0,28.75284182703261,1120.0,7.200075499800439,1120.0,7.053200774072541,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.105,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.805,40.665,-4.195,18.895,18.83,18.595,0.0,14.4,0.0,0.59,124.455,51.1,49.87,50.8,-1.1,-3276.8,-3276.8,69.6,-3276.8,90.9,-3276.8,-3276.8,28.7,22.35,-3276.8,-3276.8,-159.4,-44.55,629.35,721.4000000000001,0.26,55.015,54.865,55.34,50.0,55.0,0.0,1.0,1.0,20.0,100.0,58.05,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-213.05,4.121085958984628,0.0035403333333333
206,206,206,56.642649000000006,2023-01-19 00:13:25.911837+00:00,0.0,14.46,1.500074019245003,630.1,3.12,1120.0,29.51995266991376,1120.0,7.19175985531364,1120.0,7.199874249160303,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.12,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.76,40.58,-4.63,18.93,18.86,18.63,0.0,14.46,0.0,0.59,124.5,51.23,50.15,50.63,-1.1,-3276.8,-3276.8,69.6,-3276.8,97.8,-3276.8,-3276.8,28.7,22.4,-3276.8,-3276.8,-167.1,-49.4,630.1,722.2,0.26,55.13,54.99,55.46,50.0,55.0,0.0,1.0,1.0,20.0,100.0,58.3,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-222.8,4.121085958984628,0.0035403333333333
207,207,207,56.823349,2023-01-19 00:13:26.092537+00:00,0.0,14.49,1.499284480631631,631.5,3.13,1120.0,30.28706351279491,1120.0,7.183444210826841,1120.0,7.346547724248065,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.13,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.78,40.49,-4.555,18.965,18.89,18.67,0.0,14.49,0.0,0.59,124.51,51.23,50.0,50.54000000000001,-1.1,-3276.8,-3276.8,69.55,-3276.8,75.6,-3276.8,-3276.8,28.7,22.45,-3276.8,-3276.8,-174.4,-55.85,631.5,722.95,0.26,55.235,55.095,55.56,50.0,55.0,0.0,1.0,1.0,20.0,100.0,58.6,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-224.75,4.121085958984628,0.0035403333333333
208,208,208,57.19397200000001,2023-01-19 00:13:26.463160+00:00,0.0,14.52,1.498494942018258,632.9,3.14,1120.0,30.09531767639604,1120.0,7.202596954583356,1120.0,7.316713314996473,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.14,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.8,40.4,-4.48,19.0,18.92,18.71,0.0,14.52,0.0,0.59,124.52,51.23,49.85,50.45,-1.1,-3276.8,-3276.8,69.5,-3276.8,53.4,-3276.8,-3276.8,28.7,22.5,-3276.8,-3276.8,-181.7,-62.3,632.9,723.7,0.26,55.34,55.2,55.66,50.0,55.0,0.0,1.0,1.0,20.0,100.0,58.9,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-226.7,4.121085958984628,0.0035403333333333
209,209,209,57.308513000000005,2023-01-19 00:13:26.577701+00:00,0.0,14.52,1.499975326918332,633.55,3.15,1120.0,29.90357183999718,1120.0,7.221749698339872,1120.0,7.286878905744882,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.15,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.735,40.465,-4.34,19.03,18.95,18.74,0.0,14.52,0.0,0.59,124.52,51.27,49.925,50.785,-1.1,-3276.8,-3276.8,69.5,-3276.8,82.95,-3276.8,-3276.8,28.7,22.5,-3276.8,-3276.8,-182.4,-64.55,633.55,724.4000000000001,0.26,55.44,55.295,55.76,50.0,55.0,0.0,1.0,1.0,20.0,100.0,59.15,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-222.4,4.121085958984628,0.0035403333333333
210,210,210,57.741899000000004,2023-01-19 00:13:27.011087+00:00,0.0,14.52,1.501455711818406,634.2,3.16,1120.0,29.30041257175748,1120.0,7.285782526808793,1120.0,7.340960068098338,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.16,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.67,40.53,-4.2,19.06,18.98,18.77,0.0,14.52,0.0,0.59,124.52,51.31,50.0,51.12,-1.1,-3276.8,-3276.8,69.5,-3276.8,112.5,-3276.8,-3276.8,28.7,22.5,-3276.8,-3276.8,-183.1,-66.8,634.2,725.1,0.26,55.54,55.39,55.86,50.0,55.0,0.0,1.0,1.0,20.0,100.0,59.4,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-218.1,4.121085958984628,0.0035403333333333
211,211,211,57.829465000000006,2023-01-19 00:13:27.098653+00:00,0.0,14.61,1.502113660662883,634.85,3.17,1120.0,28.69725330351778,1120.0,7.349815355277713,1120.0,7.395041230451793,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.17,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.67,40.605,-4.2,19.085,19.005,18.8,0.0,14.61,0.0,0.59,124.5,51.345,50.165,51.12,-1.1,-3276.8,-3276.8,69.5,-3276.8,127.7,-3276.8,-3276.8,28.7,22.55,-3276.8,-3276.8,-192.05,-71.3,634.85,725.8,0.26,55.63,55.48,55.96,50.0,55.0,0.0,1.0,1.0,20.0,100.0,59.7,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-232.05,4.121085958984628,0.0035403333333333
212,212,212,58.293240000000004,2023-01-19 00:13:27.562428+00:00,0.0,14.7,1.502771609507361,635.5,3.18,1120.0,28.48383083955762,1120.0,7.189616368248526,1120.0,7.366603367497168,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.18,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.67,40.68,-4.2,19.11,19.03,18.83,0.0,14.7,0.0,0.59,124.48,51.38,50.33,51.12,-1.1,-3276.8,-3276.8,69.5,-3276.8,142.9,-3276.8,-3276.8,28.7,22.6,-3276.8,-3276.8,-201.0,-75.8,635.5,726.5,0.26,55.72,55.57,56.06,50.0,55.0,0.0,1.0,1.0,20.0,100.0,60.0,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-246.0,4.121085958984628,0.0035403333333333
213,213,213,58.402280000000005,2023-01-19 00:13:27.671468+00:00,0.0,14.7,1.501685993913973,636.1,3.19,1120.0,28.27040837559746,1120.0,7.029417381219337,1120.0,7.338165504542543,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.19,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.69,40.71,-3.98,19.14,19.06,18.86,0.0,14.7,0.0,0.59,124.49,51.40000000000001,50.165,50.935,-1.1,-3276.8,-3276.8,69.5,-3276.8,120.2,-3276.8,-3276.8,28.7,22.6,-3276.8,-3276.8,-213.2,-82.8,636.1,727.75,0.26,55.81,55.655,56.15000000000001,50.0,55.0,0.0,1.0,1.0,20.0,100.0,60.25,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-1761.4,4.121085958984628,0.0035403333333333
214,214,214,58.842939000000015,2023-01-19 00:13:28.112127+00:00,0.0,14.7,1.500600378320586,636.7,3.2,1120.0,27.90102462739106,1120.0,7.093316724198533,1120.0,7.317346308833631,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.2,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.71,40.74,-3.76,19.17,19.09,18.89,0.0,14.7,0.0,0.59,124.5,51.42,50.0,50.75,-1.1,-3276.8,-3276.8,69.5,-3276.8,97.5,-3276.8,-3276.8,28.7,22.6,-3276.8,-3276.8,-225.4,-89.8,636.7,729.0,0.26,55.9,55.74,56.24,50.0,55.0,0.0,1.0,1.0,20.0,100.0,60.5,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-3276.8,4.121085958984628,0.0035403333333333
215,215,215,59.085908,2023-01-19 00:13:28.355096+00:00,0.0,14.73,1.501028045069495,637.35,3.21,1120.0,27.53164087918465,1120.0,7.157216067177728,1120.0,7.29652711312472,50.0,100.0,0.0,55.0,55.0,70.0,100.0,25.0,3.21,50.0,0.0,90.0,0.0,1.0,1.0,0.0,1.0,72.68,40.62,-3.615,19.2,19.12,18.905,0.0,14.73,0.0,0.59,124.535,51.42,50.02,50.86,-1.1,-3276.8,-3276.8,69.5,-3276.8,123.9,-3276.8,-3276.8,28.7,22.6,-3276.8,-3276.8,-226.95,-92.8,637.35,729.65,0.26,55.985,55.825,56.325,50.0,55.0,0.0,1.0,1.0,20.0,100.0,60.8,100.0,25.0,0.0,1.0,10.0,50.0,90.0,59.26,-1760.15,4.121085958984628,0.0035403333333333
